msa,pmsa,state,county_fips,state_fips,county
NA,NA,MI,69,26,Iosco
NA,NA,MI,71,26,Iron
NA,NA,MI,73,26,Isabella
3520,NA,MI,75,26,Jackson
3720,NA,MI,77,26,Kalamazoo
NA,NA,MI,79,26,Kalkaska
3000,NA,MI,81,26,Kent
NA,NA,MI,83,26,Keweenaw
NA,NA,MI,85,26,Lake
2162,2160,MI,87,26,Lapeer
NA,NA,MI,89,26,Leelanau
2162,440,MI,91,26,Lenawee
2162,440,MI,93,26,Livingston
NA,NA,MI,95,26,Luce
NA,NA,MI,97,26,Mackinac
2162,2160,MI,99,26,Macomb
NA,NA,MI,101,26,Manistee
NA,NA,MI,103,26,Marquette
NA,NA,MI,105,26,Mason
NA,NA,MI,107,26,Mecosta
NA,NA,MI,109,26,Menominee
6960,NA,MI,111,26,Midland
NA,NA,MI,113,26,Missaukee
2162,2160,MI,115,26,Monroe
NA,NA,MI,117,26,Montcalm
NA,NA,MI,119,26,Montmorency
3000,NA,MI,121,26,Muskegon
NA,NA,MI,123,26,Newaygo
2162,2160,MI,125,26,Oakland
NA,NA,MI,127,26,Oceana
NA,NA,MI,129,26,Ogemaw
NA,NA,MI,131,26,Ontonagon
NA,NA,MI,133,26,Osceola
NA,NA,MI,135,26,Oscoda
NA,NA,MI,137,26,Otsego
3000,NA,MI,139,26,Ottawa
NA,NA,MI,141,26,Presque Isle
NA,NA,MI,143,26,Roscommon
6960,NA,MI,145,26,Saginaw
2162,2160,MI,147,26,St. Clair
NA,NA,MI,149,26,St. Joseph
NA,NA,MI,151,26,Sanilac
NA,NA,MI,153,26,Schoolcraft
NA,NA,MI,155,26,Shiawassee
NA,NA,MI,157,26,Tuscola
3720,NA,MI,159,26,Van Buren
2162,440,MI,161,26,Washtenaw
2162,2160,MI,163,26,Wayne
NA,NA,MI,165,26,Wexford
NA,NA,MN,1,27,Aitkin
5120,NA,MN,3,27,Anoka
NA,NA,MN,5,27,Becker
NA,NA,MN,7,27,Beltrami
6980,NA,MN,9,27,Benton
NA,NA,MN,11,27,Big Stone
NA,NA,MN,13,27,Blue Earth
NA,NA,MN,15,27,Brown
NA,NA,MN,17,27,Carlton
5120,NA,MN,19,27,Carver
NA,NA,MN,21,27,Cass
NA,NA,MN,23,27,Chippewa
5120,NA,MN,25,27,Chisago
2520,NA,MN,27,27,Clay
NA,NA,MN,29,27,Clearwater
NA,NA,MN,31,27,Cook
NA,NA,MN,33,27,Cottonwood
NA,NA,MN,35,27,Crow Wing
5120,NA,MN,37,27,Dakota
NA,NA,MN,39,27,Dodge
NA,NA,MN,41,27,Douglas
NA,NA,MN,43,27,Faribault
NA,NA,MN,45,27,Fillmore
NA,NA,MN,47,27,Freeborn
NA,NA,MN,49,27,Goodhue
NA,NA,MN,51,27,Grant
5120,NA,MN,53,27,Hennepin
3870,NA,MN,55,27,Houston
NA,NA,MN,57,27,Hubbard
5120,NA,MN,59,27,Isanti
NA,NA,MN,61,27,Itasca
NA,NA,MN,63,27,Jackson
NA,NA,MN,65,27,Kanabec
NA,NA,MN,67,27,Kandiyohi
NA,NA,MN,69,27,Kittson
NA,NA,MN,71,27,Koochiching
NA,NA,MN,73,27,Lac qui Parle
NA,NA,MN,75,27,Lake
NA,NA,MN,77,27,Lake of the Woods
NA,NA,MN,79,27,Le Sueur
NA,NA,MN,81,27,Lincoln
NA,NA,MN,83,27,Lyon
NA,NA,MN,85,27,McLeod
NA,NA,MN,87,27,Mahnomen
NA,NA,MN,89,27,Marshall
NA,NA,MN,91,27,Martin
NA,NA,MN,93,27,Meeker
NA,NA,MN,95,27,Mille Lacs
NA,NA,MN,97,27,Morrison
NA,NA,MN,99,27,Mower
NA,NA,MN,101,27,Murray
NA,NA,MN,103,27,Nicollet
NA,NA,MN,105,27,Nobles
NA,NA,MN,107,27,Norman
6820,NA,MN,109,27,Olmsted
NA,NA,MN,111,27,Otter Tail
NA,NA,MN,113,27,Pennington
NA,NA,MN,115,27,Pine
NA,NA,MN,117,27,Pipestone
2985,NA,MN,119,27,Polk
NA,NA,MN,121,27,Pope
5120,NA,MN,123,27,Ramsey
NA,NA,MN,125,27,Red Lake
NA,NA,MN,127,27,Redwood
NA,NA,MN,129,27,Renville
NA,NA,MN,131,27,Rice
NA,NA,MN,133,27,Rock
NA,NA,MN,135,27,Roseau
2240,NA,MN,137,27,St. Louis
5120,NA,MN,139,27,Scott
5120,NA,MN,141,27,Sherburne
NA,NA,MN,143,27,Sibley
6980,NA,MN,145,27,Stearns
NA,NA,MN,147,27,Steele
NA,NA,MN,149,27,Stevens
NA,NA,MN,151,27,Swift
NA,NA,MN,153,27,Todd
NA,NA,MN,155,27,Traverse
NA,NA,MN,157,27,Wabasha
NA,NA,MN,159,27,Wadena
NA,NA,MN,161,27,Waseca
5120,NA,MN,163,27,Washington
NA,NA,MN,165,27,Watonwan
NA,NA,MN,167,27,Wilkin
NA,NA,MN,169,27,Winona
5120,NA,MN,171,27,Wright
NA,NA,MN,173,27,Yellow Medicine
NA,NA,MO,1,29,Adair
7000,NA,MO,3,29,Andrew
NA,NA,MO,5,29,Atchison
NA,NA,MO,7,29,Audrain
NA,NA,MO,9,29,Barry
NA,NA,MO,11,29,Barton
NA,NA,MO,13,29,Bates
NA,NA,MO,15,29,Benton
NA,NA,MO,17,29,Bollinger
1740,NA,MO,19,29,Boone
7000,NA,MO,21,29,Buchanan
NA,NA,MO,23,29,Butler
NA,NA,MO,25,29,Caldwell
NA,NA,MO,27,29,Callaway
NA,NA,MO,29,29,Camden
NA,NA,MO,31,29,Cape Girardeau
NA,NA,MO,33,29,Carroll
NA,NA,MO,35,29,Carter
3760,NA,MO,37,29,Cass
NA,NA,MO,39,29,Cedar
NA,NA,MO,41,29,Chariton
7920,NA,MO,43,29,Christian
NA,NA,MO,45,29,Clark
3760,NA,MO,47,29,Clay
3760,NA,MO,49,29,Clinton
NA,NA,MO,51,29,Cole
NA,NA,MO,53,29,Cooper
NA,NA,MO,55,29,Crawford
NA,NA,MO,57,29,Dade
NA,NA,MO,59,29,Dallas
NA,NA,MO,61,29,Daviess
NA,NA,MO,63,29,De Kalb
NA,NA,MO,65,29,Dent
NA,NA,MO,67,29,Douglas
NA,NA,MO,69,29,Dunklin
7040,NA,MO,71,29,Franklin
NA,NA,MO,73,29,Gasconade
NA,NA,MO,75,29,Gentry
7920,NA,MO,77,29,Greene
NA,NA,MO,79,29,Grundy
NA,NA,MO,81,29,Harrison
NA,NA,MO,83,29,Henry
NA,NA,MO,85,29,Hickory
NA,NA,MO,87,29,Holt
NA,NA,MO,89,29,Howard
NA,NA,MO,91,29,Howell
NA,NA,MO,93,29,Iron
3760,NA,MO,95,29,Jackson
3710,NA,MO,97,29,Jasper
7040,NA,MO,99,29,Jefferson
NA,NA,MO,101,29,Johnson
NA,NA,MO,103,29,Knox
NA,NA,MO,105,29,Laclede
3760,NA,MO,107,29,Lafayette
NA,NA,MO,109,29,Lawrence
NA,NA,MO,111,29,Lewis
7040,NA,MO,113,29,Lincoln
NA,NA,MO,115,29,Linn
NA,NA,MO,117,29,Livingston
NA,NA,MO,119,29,McDonald
NA,NA,MO,121,29,Macon
NA,NA,MO,123,29,Madison
NA,NA,MO,125,29,Maries
NA,NA,MO,127,29,Marion
NA,NA,MO,129,29,Mercer
NA,NA,MO,131,29,Miller
NA,NA,MO,133,29,Mississippi
NA,NA,MO,135,29,Moniteau
NA,NA,MO,137,29,Monroe
NA,NA,MO,139,29,Montgomery
NA,NA,MO,141,29,Morgan
NA,NA,MO,143,29,New Madrid
3710,NA,MO,145,29,Newton
NA,NA,MO,147,29,Nodaway
NA,NA,MO,149,29,Oregon
NA,NA,MO,151,29,Osage
NA,NA,MO,153,29,Ozark
NA,NA,MO,155,29,Pemiscot
NA,NA,MO,157,29,Perry
NA,NA,MO,159,29,Pettis
NA,NA,MO,161,29,Phelps
NA,NA,MO,163,29,Pike
3760,NA,MO,165,29,Platte
NA,NA,MO,167,29,Polk
NA,NA,MO,169,29,Pulaski
NA,NA,MO,171,29,Putnam
NA,NA,MO,173,29,Ralls
NA,NA,MO,175,29,Randolph
3760,NA,MO,177,29,Ray
NA,NA,MO,179,29,Reynolds
NA,NA,MO,181,29,Ripley
7040,NA,MO,183,29,St. Charles
NA,NA,MO,185,29,St. Clair
NA,NA,MO,186,29,Ste. Genevieve
NA,NA,MO,187,29,St. Francois
7040,NA,MO,189,29,St. Louis
NA,NA,MO,195,29,Saline
NA,NA,MO,197,29,Schuyler
NA,NA,MO,199,29,Scotland
NA,NA,MO,201,29,Scott
NA,NA,MO,203,29,Shannon
NA,NA,MO,205,29,Shelby
NA,NA,MO,207,29,Stoddard
NA,NA,MO,209,29,Stone
NA,NA,MO,211,29,Sullivan
NA,NA,MO,213,29,Taney
NA,NA,MO,215,29,Texas
NA,NA,MO,217,29,Vernon
7040,NA,MO,219,29,Warren
NA,NA,MO,221,29,Washington
NA,NA,MO,223,29,Wayne
7920,NA,MO,225,29,Webster
NA,NA,MO,227,29,Worth
NA,NA,MO,229,29,Wright
7040,NA,MO,510,29,St. Louis city
NA,NA,MS,1,28,Adams
NA,NA,MS,3,28,Alcorn
NA,NA,MS,5,28,Amite
NA,NA,MS,7,28,Attala
NA,NA,MS,9,28,Benton
NA,NA,MS,11,28,Bolivar
NA,NA,MS,13,28,Calhoun
NA,NA,MS,15,28,Carroll
NA,NA,MS,17,28,Chickasaw
NA,NA,MS,19,28,Choctaw
NA,NA,MS,21,28,Claiborne
NA,NA,MS,23,28,Clarke
NA,NA,MS,25,28,Clay
NA,NA,MS,27,28,Coahoma
NA,NA,MS,29,28,Copiah
NA,NA,MS,31,28,Covington
4920,NA,MS,33,28,DeSoto
NA,NA,MS,35,28,Forrest
NA,NA,MS,37,28,Franklin
NA,NA,MS,39,28,George
NA,NA,MS,41,28,Greene
NA,NA,MS,43,28,Grenada
920,NA,MS,45,28,Hancock
920,NA,MS,47,28,Harrison
3560,NA,MS,49,28,Hinds
NA,NA,MS,51,28,Holmes
NA,NA,MS,53,28,Humphreys
NA,NA,MS,55,28,Issaquena
NA,NA,MS,57,28,Itawamba
920,NA,MS,59,28,Jackson
NA,NA,MS,61,28,Jasper
NA,NA,MS,63,28,Jefferson
NA,NA,MS,65,28,Jefferson Davis
NA,NA,MS,67,28,Jones
NA,NA,MS,69,28,Kemper
NA,NA,MS,71,28,Lafayette
NA,NA,MS,73,28,Lamar
NA,NA,MS,75,28,Lauderdale
NA,NA,MS,77,28,Lawrence
NA,NA,MS,79,28,Leake
NA,NA,MS,81,28,Lee
NA,NA,MS,83,28,Leflore
NA,NA,MS,85,28,Lincoln
NA,NA,MS,87,28,Lowndes
3560,NA,MS,89,28,Madison
NA,NA,MS,91,28,Marion
NA,NA,MS,93,28,Marshall
NA,NA,MS,95,28,Monroe
NA,NA,MS,97,28,Montgomery
NA,NA,MS,99,28,Neshoba
NA,NA,MS,101,28,Newton
NA,NA,MS,103,28,Noxubee
NA,NA,MS,105,28,Oktibbeha
NA,NA,MS,107,28,Panola
NA,NA,MS,109,28,Pearl River
NA,NA,MS,111,28,Perry
NA,NA,MS,113,28,Pike
NA,NA,MS,115,28,Pontotoc
NA,NA,MS,117,28,Prentiss
NA,NA,MS,119,28,Quitman
3560,NA,MS,121,28,Rankin
NA,NA,MS,123,28,Scott
NA,NA,MS,125,28,Sharkey
NA,NA,MS,127,28,Simpson
NA,NA,MS,129,28,Smith
NA,NA,MS,131,28,Stone
NA,NA,MS,133,28,Sunflower
NA,NA,MS,135,28,Tallahatchie
NA,NA,MS,137,28,Tate
NA,NA,MS,139,28,Tippah
NA,NA,MS,141,28,Tishomingo
NA,NA,MS,143,28,Tunica
NA,NA,MS,145,28,Union
NA,NA,MS,147,28,Walthall
NA,NA,MS,149,28,Warren
NA,NA,MS,151,28,Washington
NA,NA,MS,153,28,Wayne
NA,NA,MS,155,28,Webster
NA,NA,MS,157,28,Wilkinson
NA,NA,MS,159,28,Winston
NA,NA,MS,161,28,Yalobusha
NA,NA,MS,163,28,Yazoo
NA,NA,MT,1,30,Beaverhead
NA,NA,MT,3,30,Big Horn
NA,NA,MT,5,30,Blaine
NA,NA,MT,7,30,Broadwater
NA,NA,MT,9,30,Carbon
NA,NA,MT,11,30,Carter
3040,NA,MT,13,30,Cascade
NA,NA,MT,15,30,Chouteau
NA,NA,MT,17,30,Custer
NA,NA,MT,19,30,Daniels
NA,NA,MT,21,30,Dawson
NA,NA,MT,23,30,Deer Lodge
NA,NA,MT,25,30,Fallon
NA,NA,MT,27,30,Fergus
NA,NA,MT,29,30,Flathead
NA,NA,MT,31,30,Gallatin
NA,NA,MT,33,30,Garfield
NA,NA,MT,35,30,Glacier
NA,NA,MT,37,30,Golden Valley
NA,NA,MT,39,30,Granite
NA,NA,MT,41,30,Hill
NA,NA,MT,43,30,Jefferson
NA,NA,MT,45,30,Judith Basin
NA,NA,MT,47,30,Lake
NA,NA,MT,49,30,Lewis and Clark
NA,NA,MT,51,30,Liberty
NA,NA,MT,53,30,Lincoln
NA,NA,MT,55,30,McCone
NA,NA,MT,57,30,Madison
NA,NA,MT,59,30,Meagher
NA,NA,MT,61,30,Mineral
NA,NA,MT,63,30,Missoula
NA,NA,MT,65,30,Musselshell
NA,NA,MT,67,30,Park
NA,NA,MT,69,30,Petroleum
NA,NA,MT,71,30,Phillips
NA,NA,MT,73,30,Pondera
NA,NA,MT,75,30,Powder River
NA,NA,MT,77,30,Powell
NA,NA,MT,79,30,Prairie
NA,NA,MT,81,30,Ravalli
NA,NA,MT,83,30,Richland
NA,NA,MT,85,30,Roosevelt
NA,NA,MT,87,30,Rosebud
NA,NA,MT,89,30,Sanders
NA,NA,MT,91,30,Sheridan
NA,NA,MT,93,30,Silver Bow
NA,NA,MT,95,30,Stillwater
NA,NA,MT,97,30,Sweet Grass
NA,NA,MT,99,30,Teton
NA,NA,MT,101,30,Toole
NA,NA,MT,103,30,Treasure
NA,NA,MT,105,30,Valley
NA,NA,MT,107,30,Wheatland
NA,NA,MT,109,30,Wibaux
880,NA,MT,111,30,Yellowstone
NA,NA,MT,113,30,Yellowstone National Park
3120,NA,NC,1,37,Alamance
3290,NA,NC,3,37,Alexander
NA,NA,NC,5,37,Alleghany
NA,NA,NC,7,37,Anson
NA,NA,NC,9,37,Ashe
NA,NA,NC,11,37,Avery
NA,NA,NC,13,37,Beaufort
NA,NA,NC,15,37,Bertie
NA,NA,NC,17,37,Bladen
NA,NA,NC,19,37,Brunswick
480,NA,NC,21,37,Buncombe
3290,NA,NC,23,37,Burke
1520,NA,NC,25,37,Cabarrus
3290,NA,NC,27,37,Caldwell
NA,NA,NC,29,37,Camden
NA,NA,NC,31,37,Carteret
NA,NA,NC,33,37,Caswell
3290,NA,NC,35,37,Catawba
6640,NA,NC,37,37,Chatham
NA,NA,NC,39,37,Cherokee
NA,NA,NC,41,37,Chowan
NA,NA,NC,43,37,Clay
NA,NA,NC,45,37,Cleveland
NA,NA,NC,47,37,Columbus
NA,NA,NC,49,37,Craven
2560,NA,NC,51,37,Cumberland
5720,NA,NC,53,37,Currituck
NA,NA,NC,55,37,Dare
3120,NA,NC,57,37,Davidson
3120,NA,NC,59,37,Davie
NA,NA,NC,61,37,Duplin
6640,NA,NC,63,37,Durham
6895,NA,NC,65,37,Edgecombe
3120,NA,NC,67,37,Forsyth
6640,NA,NC,69,37,Franklin
1520,NA,NC,71,37,Gaston
NA,NA,NC,73,37,Gates
NA,NA,NC,75,37,Graham
NA,NA,NC,77,37,Granville
NA,NA,NC,79,37,Greene
3120,NA,NC,81,37,Guilford
NA,NA,NC,83,37,Halifax
NA,NA,NC,85,37,Harnett
NA,NA,NC,87,37,Haywood
NA,NA,NC,89,37,Henderson
NA,NA,NC,91,37,Hertford
NA,NA,NC,93,37,Hoke
NA,NA,NC,95,37,Hyde
NA,NA,NC,97,37,Iredell
NA,NA,NC,99,37,Jackson
6640,NA,NC,101,37,Johnston
NA,NA,NC,103,37,Jones
NA,NA,NC,105,37,Lee
NA,NA,NC,107,37,Lenoir
1520,NA,NC,109,37,Lincoln
NA,NA,NC,111,37,McDowell
NA,NA,NC,113,37,Macon
480,NA,NC,115,37,Madison
NA,NA,NC,117,37,Martin
1520,NA,NC,119,37,Mecklenburg
NA,NA,NC,121,37,Mitchell
NA,NA,NC,123,37,Montgomery
NA,NA,NC,125,37,Moore
6895,NA,NC,127,37,Nash
9200,NA,NC,129,37,New Hanover
NA,NA,NC,131,37,Northampton
3605,NA,NC,133,37,Onslow
6640,NA,NC,135,37,Orange
NA,NA,NC,137,37,Pamlico
NA,NA,NC,139,37,Pasquotank
NA,NA,NC,141,37,Pender
NA,NA,NC,143,37,Perquimans
NA,NA,NC,145,37,Person
3150,NA,NC,147,37,Pitt
NA,NA,NC,149,37,Polk
3120,NA,NC,151,37,Randolph
NA,NA,NC,153,37,Richmond
NA,NA,NC,155,37,Robeson
NA,NA,NC,157,37,Rockingham
1520,NA,NC,159,37,Rowan
NA,NA,NC,161,37,Rutherford
NA,NA,NC,163,37,Sampson
NA,NA,NC,165,37,Scotland
NA,NA,NC,167,37,Stanly
3120,NA,NC,169,37,Stokes
NA,NA,NC,171,37,Surry
NA,NA,NC,173,37,Swain
NA,NA,NC,175,37,Transylvania
NA,NA,NC,177,37,Tyrrell
1520,NA,NC,179,37,Union
NA,NA,NC,181,37,Vance
6640,NA,NC,183,37,Wake
NA,NA,NC,185,37,Warren
NA,NA,NC,187,37,Washington
NA,NA,NC,189,37,Watauga
2980,NA,NC,191,37,Wayne
NA,NA,NC,193,37,Wilkes
NA,NA,NC,195,37,Wilson
3120,NA,NC,197,37,Yadkin
NA,NA,NC,199,37,Yancey
NA,NA,ND,1,38,Adams
NA,NA,ND,3,38,Barnes
NA,NA,ND,5,38,Benson
NA,NA,ND,7,38,Billings
NA,NA,ND,9,38,Bottineau
NA,NA,ND,11,38,Bowman
NA,NA,ND,13,38,Burke
1010,NA,ND,15,38,Burleigh
2520,NA,ND,17,38,Cass
NA,NA,ND,19,38,Cavalier
NA,NA,ND,21,38,Dickey
NA,NA,ND,23,38,Divide
NA,NA,ND,25,38,Dunn
NA,NA,ND,27,38,Eddy
NA,NA,ND,29,38,Emmons
NA,NA,ND,31,38,Foster
NA,NA,ND,33,38,Golden Valley
2985,NA,ND,35,38,Grand Forks
NA,NA,ND,37,38,Grant
NA,NA,ND,39,38,Griggs
NA,NA,ND,41,38,Hettinger
NA,NA,ND,43,38,Kidder
NA,NA,ND,45,38,La Moure
NA,NA,ND,47,38,Logan
NA,NA,ND,49,38,McHenry
NA,NA,ND,51,38,McIntosh
NA,NA,ND,53,38,McKenzie
NA,NA,ND,55,38,McLean
NA,NA,ND,57,38,Mercer
1010,NA,ND,59,38,Morton
NA,NA,ND,61,38,Mountrail
NA,NA,ND,63,38,Nelson
NA,NA,ND,65,38,Oliver
NA,NA,ND,67,38,Pembina
NA,NA,ND,69,38,Pierce
NA,NA,ND,71,38,Ramsey
NA,NA,ND,73,38,Ransom
NA,NA,ND,75,38,Renville
NA,NA,ND,77,38,Richland
NA,NA,ND,79,38,Rolette
NA,NA,ND,81,38,Sargent
NA,NA,ND,83,38,Sheridan
NA,NA,ND,85,38,Sioux
NA,NA,ND,87,38,Slope
NA,NA,ND,89,38,Stark
NA,NA,ND,91,38,Steele
NA,NA,ND,93,38,Stutsman
NA,NA,ND,95,38,Towner
NA,NA,ND,97,38,Traill
NA,NA,ND,99,38,Walsh
NA,NA,ND,101,38,Ward
NA,NA,ND,103,38,Wells
NA,NA,ND,105,38,Williams
NA,NA,NE,1,31,Adams
NA,NA,NE,3,31,Antelope
NA,NA,NE,5,31,Arthur
NA,NA,NE,7,31,Banner
NA,NA,NE,9,31,Blaine
NA,NA,NE,11,31,Boone
NA,NA,NE,13,31,Box Butte
NA,NA,NE,15,31,Boyd
NA,NA,NE,17,31,Brown
NA,NA,NE,19,31,Buffalo
NA,NA,NE,21,31,Burt
NA,NA,NE,23,31,Butler
5920,NA,NE,25,31,Cass
NA,NA,NE,27,31,Cedar
NA,NA,NE,29,31,Chase
NA,NA,NE,31,31,Cherry
NA,NA,NE,33,31,Cheyenne
NA,NA,NE,35,31,Clay
NA,NA,NE,37,31,Colfax
NA,NA,NE,39,31,Cuming
NA,NA,NE,41,31,Custer
7720,NA,NE,43,31,Dakota
NA,NA,NE,45,31,Dawes
NA,NA,NE,47,31,Dawson
NA,NA,NE,49,31,Deuel
NA,NA,NE,51,31,Dixon
NA,NA,NE,53,31,Dodge
5920,NA,NE,55,31,Douglas
NA,NA,NE,57,31,Dundy
NA,NA,NE,59,31,Fillmore
NA,NA,NE,61,31,Franklin
NA,NA,NE,63,31,Frontier
NA,NA,NE,65,31,Furnas
NA,NA,NE,67,31,Gage
NA,NA,NE,69,31,Garden
NA,NA,NE,71,31,Garfield
NA,NA,NE,73,31,Gosper
NA,NA,NE,75,31,Grant
NA,NA,NE,77,31,Greeley
NA,NA,NE,79,31,Hall
NA,NA,NE,81,31,Hamilton
NA,NA,NE,83,31,Harlan
NA,NA,NE,85,31,Hayes
NA,NA,NE,87,31,Hitchcock
NA,NA,NE,89,31,Holt
NA,NA,NE,91,31,Hooker
NA,NA,NE,93,31,Howard
NA,NA,NE,95,31,Jefferson
NA,NA,NE,97,31,Johnson
NA,NA,NE,99,31,Kearney
NA,NA,NE,101,31,Keith
NA,NA,NE,103,31,Keya Paha
NA,NA,NE,105,31,Kimball
NA,NA,NE,107,31,Knox
4360,NA,NE,109,31,Lancaster
NA,NA,NE,111,31,Lincoln
NA,NA,NE,113,31,Logan
NA,NA,NE,115,31,Loup
NA,NA,NE,117,31,McPherson
NA,NA,NE,119,31,Madison
NA,NA,NE,121,31,Merrick
NA,NA,NE,123,31,Morrill
NA,NA,NE,125,31,Nance
NA,NA,NE,127,31,Nemaha
NA,NA,NE,129,31,Nuckolls
NA,NA,NE,131,31,Otoe
NA,NA,NE,133,31,Pawnee
NA,NA,NE,135,31,Perkins
NA,NA,NE,137,31,Phelps
NA,NA,NE,139,31,Pierce
NA,NA,NE,141,31,Platte
NA,NA,NE,143,31,Polk
NA,NA,NE,145,31,Red Willow
NA,NA,NE,147,31,Richardson
NA,NA,NE,149,31,Rock
NA,NA,NE,151,31,Saline
5920,NA,NE,153,31,Sarpy
NA,NA,NE,155,31,Saunders
NA,NA,NE,157,31,Scotts Bluff
NA,NA,NE,159,31,Seward
NA,NA,NE,161,31,Sheridan
NA,NA,NE,163,31,Sherman
NA,NA,NE,165,31,Sioux
NA,NA,NE,167,31,Stanton
NA,NA,NE,169,31,Thayer
NA,NA,NE,171,31,Thomas
NA,NA,NE,173,31,Thurston
NA,NA,NE,175,31,Valley
5920,NA,NE,177,31,Washington
NA,NA,NE,179,31,Wayne
NA,NA,NE,181,31,Webster
